distance,elevation,terrain,dangerous,risk
93,1550,paved,0,100
18,600,dirt,0,31
195,1250,paved,1,251
162,2000,dirt,0,182
106,1450,dirt,1,173
157,1200,rocky,1,253
130,1700,rocky,0,178
162,1350,dirt,0,178
171,0,rocky,1,261
31,100,dirt,1,91
41,250,rocky,1,132
151,1700,sand,0,189
144,450,dirt,1,206
142,50,sand,0,172
23,1600,rocky,0,71
85,1900,rocky,0,134
94,1350,paved,0,100
165,700,dirt,1,228
50,850,dirt,0,64
84,1750,rocky,1,182
200,150,rocky,0,240
99,300,dirt,0,110
34,1750,rocky,1,132
81,900,paved,1,135
123,150,sand,0,153
28,50,paved,1,78
175,1300,dirt,1,241
139,2000,paved,1,199
181,950,sand,0,215
180,400,rocky,0,222
125,0,sand,0,155
90,1750,dirt,0,108
168,2000,sand,0,208
41,800,dirt,1,105
159,550,paved,1,211
1,800,paved,1,55
196,1600,sand,1,284
131,0,sand,1,211
17,1800,sand,0,56
192,550,rocky,1,284
78,1550,dirt,0,95
32,750,rocky,1,125
47,500,rocky,1,139
77,0,dirt,1,137
23,800,paved,1,77
130,700,rocky,1,223
89,1750,paved,0,97
32,1300,sand,0,68
52,1050,paved,0,57
145,750,paved,1,198
2,1200,sand,0,38
157,1250,paved,0,163
130,950,paved,1,184
80,1700,rocky,1,178
88,100,paved,0,88
184,0,rocky,0,224
90,850,sand,0,124
77,350,sand,0,108
184,250,rocky,1,275
183,500,dirt,0,195
41,800,dirt,0,55
190,900,rocky,0,234
195,1500,sand,0,232
10,1450,rocky,1,107
161,1950,sand,1,250
24,1100,dirt,1,89
8,1650,sand,0,46
92,1500,dirt,0,109
99,750,sand,0,132
112,950,dirt,0,126
56,1850,paved,0,65
114,250,dirt,1,175
153,300,rocky,0,194
31,1400,paved,1,88
62,1950,rocky,0,111
36,850,rocky,0,80
110,650,sand,0,143
29,1200,sand,1,115
160,750,dirt,1,223
66,900,sand,0,100
31,50,dirt,1,91
116,850,sand,0,150
44,1900,dirt,1,113
32,1750,paved,1,90
94,950,rocky,0,138
63,1000,paved,1,118
91,250,sand,0,122
150,1400,paved,0,157
154,1150,paved,1,209
80,1600,paved,1,138
133,200,sand,0,164
171,1100,sand,1,256
108,2000,paved,1,168
99,1150,dirt,0,114
139,1200,dirt,0,155
103,1650,rocky,1,201
194,1500,rocky,1,291
93,1450,sand,0,130
188,1200,sand,1,274
154,1750,dirt,0,172
19,1700,dirt,0,37
134,400,rocky,0,176
188,600,paved,0,191
175,1100,sand,1,260
176,350,paved,1,227
36,1900,paved,0,45
31,1800,paved,1,90
134,1700,rocky,0,182
53,1000,paved,1,108
190,200,sand,1,271
155,1600,dirt,0,173
147,1450,paved,1,204
70,450,sand,0,102
105,250,dirt,1,166
167,1200,paved,0,173
53,600,sand,1,136
40,800,rocky,1,134
139,450,dirt,1,201
50,650,rocky,1,143
113,2000,sand,0,153
42,1550,paved,0,49
67,1700,paved,1,125
71,1200,dirt,0,87
5,450,dirt,0,17
64,150,sand,0,94
115,1950,dirt,1,184
61,350,rocky,0,102
193,300,dirt,1,254
119,1500,dirt,1,186
5,1650,rocky,1,103
142,1700,rocky,1,240
83,1550,dirt,0,100
76,850,paved,0,80
189,850,rocky,0,233
176,1300,sand,0,212
85,350,paved,1,136
175,1200,rocky,0,221
21,1650,dirt,1,89
105,1900,paved,1,164
89,1650,rocky,1,187
174,1200,dirt,0,190
42,100,rocky,1,132
72,1000,paved,1,127
80,650,rocky,0,123
83,350,rocky,1,174
149,1850,paved,1,208
92,1650,rocky,1,190
144,50,paved,0,144
186,1050,rocky,0,231
62,1900,dirt,0,81
32,400,rocky,0,74
104,1950,sand,1,193
49,1500,rocky,0,96
145,250,dirt,1,206
111,550,paved,0,113
151,1900,dirt,1,220
67,500,dirt,0,79
86,1550,dirt,1,153
149,1900,paved,1,208
4,900,paved,1,58
31,200,rocky,1,122
171,2000,sand,1,261
32,50,paved,1,82
44,450,dirt,0,56
191,100,rocky,1,281
171,500,dirt,1,233
38,1550,rocky,1,135
130,1850,rocky,0,179
3,1200,sand,0,39
192,1100,dirt,0,207
158,1150,rocky,0,203
149,950,paved,0,153
169,1100,rocky,1,264
196,1550,dirt,0,213
20,800,sand,1,104
174,700,rocky,0,217
156,950,sand,0,190
178,1850,paved,1,237
42,300,rocky,0,83
26,1550,sand,1,113
51,600,sand,0,84
180,800,rocky,1,274
75,400,paved,0,77
118,1700,dirt,1,186
125,2000,sand,0,165
51,1100,rocky,1,146
169,950,sand,1,253
39,950,dirt,0,53
185,1700,dirt,1,253
1,2000,rocky,0,51
91,850,sand,1,175
24,350,paved,1,75
58,2000,dirt,0,78
128,500,dirt,1,190
180,500,dirt,1,242
47,1750,paved,1,105
160,1300,dirt,0,176
192,1900,dirt,1,261
170,1000,rocky,1,265
123,850,rocky,1,217
142,1700,rocky,1,240
183,1150,paved,0,188
169,1550,rocky,1,266
183,1100,dirt,1,248
4,1200,rocky,0,50
100,1750,sand,1,188
143,650,rocky,1,236
30,600,sand,1,113
22,750,paved,0,25
126,1700,sand,0,164
144,800,paved,0,148
76,1250,dirt,1,142
174,1150,paved,0,179
198,1750,sand,1,286
83,150,paved,0,83
113,950,sand,0,147
28,150,dirt,0,38
96,1900,dirt,1,165
51,250,rocky,0,92
68,1950,sand,1,157
154,200,sand,0,185
107,500,dirt,1,169
19,150,rocky,0,59
93,1650,rocky,1,191
139,1650,rocky,1,237
138,400,dirt,0,150
10,1700,sand,1,98
134,350,sand,0,165
168,1550,paved,1,225
98,1000,rocky,1,193
8,400,rocky,1,100
190,1250,sand,0,226
148,800,rocky,0,192
140,400,sand,1,222
131,500,sand,0,163
45,800,dirt,0,59
38,1650,rocky,0,86
128,350,rocky,1,219
181,750,sand,1,264
108,1150,sand,1,193
20,1200,paved,1,76
188,50,sand,0,218
15,750,dirt,0,28
199,0,paved,1,249
46,850,rocky,1,140
103,0,sand,0,133
72,150,dirt,0,82
173,850,dirt,1,237
27,1650,sand,1,115
172,1900,rocky,0,221
93,450,sand,1,175
152,1600,dirt,0,170
123,1150,rocky,1,218
25,200,rocky,0,66
99,1050,paved,0,104
173,800,sand,1,257
180,700,dirt,1,243
38,650,rocky,0,81
188,1250,paved,0,194
81,1300,sand,0,117
81,150,paved,0,81
14,1350,paved,1,70
38,1350,sand,0,74
68,250,dirt,0,79
71,2000,sand,1,161
94,100,rocky,0,134
3,800,sand,1,87
33,850,paved,1,87
113,800,sand,1,197
168,100,dirt,0,178
60,150,paved,0,60
88,200,sand,1,169
155,1700,rocky,1,253
128,950,sand,1,212
108,1200,sand,1,194
35,500,rocky,0,77
10,600,dirt,1,73
88,0,dirt,1,148
32,1300,rocky,0,78
20,550,paved,1,72
81,50,rocky,1,171
1,450,paved,0,3
47,2000,rocky,0,97
40,800,sand,1,124
68,1000,dirt,0,83
167,1350,sand,0,203
37,900,rocky,1,131
150,1150,paved,1,205
21,1200,dirt,1,87
130,1650,paved,1,188
99,850,paved,1,153
152,400,rocky,1,244
78,2000,dirt,0,98
89,1850,paved,1,148
105,400,paved,0,107
77,1300,paved,0,83
185,400,dirt,0,197
139,1500,sand,0,176
137,650,dirt,1,200
118,150,rocky,0,158
49,200,dirt,0,60
59,1650,sand,1,147
123,350,dirt,0,134
110,100,rocky,0,150
166,150,dirt,0,176
18,200,dirt,1,79
2,450,sand,0,34
30,2000,paved,0,40
11,1300,paved,1,67
175,450,dirt,1,237
17,1250,dirt,0,33
59,1200,sand,1,145
58,400,dirt,1,120
87,1650,rocky,1,185
192,0,rocky,0,232
197,1450,paved,0,204
22,1200,sand,1,108
6,1800,rocky,0,55
20,100,rocky,1,110
183,1650,dirt,1,251
197,0,paved,1,247
115,350,paved,1,166
68,1350,sand,0,104
153,750,rocky,1,246
72,50,rocky,0,112
90,1250,paved,1,146
61,1450,rocky,1,158
124,950,sand,1,208
64,1350,sand,1,150
59,0,paved,1,109
174,2000,paved,1,234
155,1450,paved,1,212
72,1250,rocky,0,118
158,1350,dirt,0,174
61,1700,rocky,0,109
162,350,dirt,0,173
170,1650,dirt,0,188
163,1000,dirt,1,228
106,650,rocky,1,199
127,550,sand,0,159
39,150,sand,1,119
43,100,sand,1,123
129,750,dirt,0,142
129,2000,paved,1,189
152,100,rocky,1,242
49,250,sand,1,130
31,100,dirt,0,41
152,300,rocky,1,243
114,1400,sand,1,201
46,900,dirt,1,110
120,1250,paved,0,126
3,1100,sand,0,38
83,900,dirt,1,147
7,1450,dirt,1,74
59,1550,paved,0,66
156,1550,rocky,1,253
194,1600,dirt,1,262
144,400,sand,1,226
93,400,sand,0,125
67,1500,rocky,1,164
4,1950,rocky,0,53
68,650,paved,0,71
144,1150,dirt,1,209
9,1650,sand,0,47
141,350,sand,1,222
195,1750,rocky,0,243
78,1900,sand,0,117
82,750,dirt,0,95
122,900,dirt,0,136
168,1300,dirt,1,234
111,550,sand,1,193
68,50,dirt,1,128
108,500,paved,0,110
133,1950,dirt,0,152
101,1250,dirt,1,167
200,1650,dirt,1,268
148,1000,paved,0,153
33,200,paved,0,34
136,1850,paved,1,195
1,1100,paved,0,6
180,1050,dirt,1,245
96,1350,paved,0,102
139,550,dirt,1,201
134,700,rocky,0,177
95,350,sand,0,126
123,300,dirt,0,134
168,950,sand,0,202
114,300,sand,0,145
40,1600,rocky,1,138
12,1950,sand,0,51
184,1150,rocky,0,229
107,900,dirt,1,171
186,1450,dirt,0,203
112,1650,rocky,1,210
89,1550,paved,0,96
148,1200,dirt,1,214
154,850,paved,0,158
106,1300,paved,1,162
21,150,sand,1,101
14,1400,dirt,1,81
189,1450,paved,1,246
28,600,dirt,0,41
76,1900,sand,0,115
56,1000,rocky,0,101
158,750,dirt,1,221
12,1800,rocky,1,111
88,1050,paved,1,143
199,250,rocky,1,290
185,250,sand,0,216
86,1550,rocky,1,183
107,1050,paved,0,112
151,650,sand,1,234
68,550,dirt,0,80
197,700,rocky,0,240
120,1150,dirt,1,185
113,700,rocky,1,206
101,1350,sand,1,187
45,1050,paved,1,100
33,750,sand,0,66
150,1300,paved,0,156
84,1700,sand,0,122
181,150,paved,0,181
92,1650,paved,1,150
113,1500,dirt,0,130
72,1650,rocky,0,120
76,1450,sand,1,163
43,1400,rocky,0,90
172,500,dirt,0,184
174,1250,rocky,0,220
66,550,rocky,0,108
143,800,rocky,1,237
16,1200,paved,0,22
130,1950,paved,1,189
70,700,rocky,0,113
152,1200,sand,0,188
61,200,paved,1,112
167,1450,rocky,0,214
165,1950,paved,0,174
81,1000,rocky,0,126
18,450,rocky,0,60
157,850,sand,0,191
193,1500,sand,0,230
4,1750,rocky,0,52
83,300,dirt,1,144
62,1450,paved,1,119
80,600,paved,1,133
33,400,dirt,1,95
97,1500,paved,0,104
167,1350,dirt,0,183
24,1250,paved,1,80
180,1550,paved,0,187
157,1000,paved,0,162
75,0,dirt,0,85
172,1650,rocky,0,220
57,1200,rocky,1,153
22,900,paved,0,26
148,400,rocky,1,240
59,650,rocky,1,152
57,950,rocky,0,101
196,1350,paved,1,252
157,1250,rocky,1,253
69,300,dirt,1,130
107,1250,paved,0,113
26,650,dirt,1,89
114,1050,paved,0,119
140,250,paved,1,191
6,1500,paved,0,13
58,600,dirt,1,121
191,2000,dirt,0,211
149,1050,paved,1,204
96,1500,rocky,1,193
163,100,paved,1,213
136,800,paved,0,140
154,1000,dirt,0,169
41,1050,sand,1,126
80,1650,dirt,0,98
61,700,dirt,0,74
113,950,rocky,1,207
170,1350,paved,1,226
35,400,dirt,0,47
27,1050,dirt,0,42
38,1750,rocky,1,136
29,600,sand,1,112
109,500,sand,0,141
67,700,sand,0,100
166,900,dirt,1,230
186,1600,sand,1,274
123,1600,rocky,1,221
8,950,sand,1,92
172,150,sand,0,202
121,350,rocky,1,212
123,400,paved,1,175
18,1100,sand,1,103
143,400,dirt,0,155
32,0,sand,0,62
110,200,sand,0,141
32,1450,dirt,0,49
180,1350,sand,0,216
119,0,paved,0,119
149,0,paved,0,149
128,1350,sand,0,164
89,100,rocky,1,179
11,1300,rocky,1,107
136,1100,paved,0,141
187,1600,rocky,0,235
191,1500,dirt,1,258
105,1100,paved,0,110
108,1850,sand,0,147
131,1400,sand,1,218
159,1550,rocky,1,256
108,700,rocky,0,151
99,1650,paved,1,157
197,0,paved,0,197
54,1600,rocky,1,152
107,1200,dirt,1,173
20,1350,paved,0,26
110,1850,rocky,1,209
30,600,dirt,1,93
141,650,paved,0,144
44,1050,sand,1,129
75,1200,sand,0,111
41,550,sand,1,123
96,900,dirt,0,110
190,800,sand,1,274
65,600,sand,0,98
129,1500,dirt,0,146
62,700,rocky,0,105
103,1300,dirt,0,119
172,950,dirt,0,186
175,250,dirt,1,236
123,1750,rocky,1,221
56,450,dirt,0,68
85,950,sand,1,169
180,650,paved,1,233
42,1900,dirt,1,111
178,1350,sand,1,264
189,500,sand,0,221
38,350,paved,1,89
183,600,paved,0,186
166,950,rocky,1,260
37,500,paved,1,89
60,250,sand,0,91
56,100,dirt,0,66
59,850,paved,0,63
80,2000,rocky,1,180
100,1350,sand,1,186
80,250,rocky,0,121
160,1000,paved,0,165
134,900,paved,0,138
168,400,dirt,1,230
146,1900,sand,1,235
80,750,sand,0,113
111,150,rocky,0,151
127,1750,sand,1,215
41,1050,sand,1,126
112,1050,paved,1,167
193,1900,sand,0,232
38,550,sand,1,120
15,150,sand,1,95
81,1200,dirt,0,97
34,1000,paved,1,89
44,1350,rocky,1,140
164,900,rocky,0,208
37,50,rocky,1,127
99,900,dirt,1,163
186,1050,paved,0,191
3,1750,dirt,1,71
111,1100,paved,0,116
134,1650,rocky,0,182
63,1900,dirt,1,132
49,1100,dirt,0,64
132,450,dirt,1,194
27,200,sand,0,58
48,1000,dirt,1,113
68,450,sand,1,150
158,1500,paved,1,215
109,1200,rocky,0,155
175,550,sand,1,257
31,1650,rocky,0,79
106,300,paved,1,157
112,150,rocky,0,152
96,250,sand,1,177
97,1100,paved,0,102
61,1300,dirt,0,77
52,0,dirt,1,112
140,500,rocky,0,182
46,1900,sand,0,85
95,1200,paved,0,101
10,100,sand,1,90
120,1950,paved,1,179
167,100,paved,0,167
1,850,rocky,1,95
6,1350,paved,1,62
142,0,rocky,0,182
3,850,rocky,1,97
120,750,paved,0,123
50,850,dirt,1,114
177,1700,paved,0,185
59,1550,rocky,0,106
181,1150,paved,0,186
163,1650,sand,0,201
115,1100,rocky,0,160
128,0,dirt,0,138
179,1400,paved,0,186
153,1050,paved,1,208
126,850,dirt,1,190
178,150,paved,0,178
75,500,rocky,1,167
165,1650,dirt,1,233
41,600,paved,1,94
184,200,sand,1,265
127,1600,sand,1,215
11,100,dirt,1,71
25,50,sand,0,55
50,1500,rocky,0,97
138,1100,rocky,0,183
195,200,paved,1,246
151,250,rocky,0,192
10,1200,sand,1,96
120,1200,sand,1,206
127,450,rocky,0,169
197,1650,rocky,0,245
192,1900,sand,0,231
105,850,dirt,1,169
84,1150,sand,1,169
171,1550,rocky,1,268
156,450,rocky,0,198
37,1600,paved,0,45
125,150,dirt,0,135
69,1200,sand,1,155
51,50,dirt,1,111
95,1650,rocky,0,143
115,1000,dirt,1,180
51,50,sand,0,81
1,750,rocky,0,44
141,1500,sand,0,178
142,550,dirt,1,204
178,1350,paved,1,234
29,2000,sand,1,119
182,1300,dirt,0,198
89,1200,paved,0,95
154,50,rocky,1,244
51,200,paved,1,102
196,1100,paved,1,251
142,250,sand,1,223
1,150,dirt,1,61
88,2000,rocky,0,138
48,800,paved,0,52
126,750,rocky,1,219
175,650,paved,0,178
107,1450,rocky,1,204
192,450,dirt,1,254
98,1150,sand,0,133
54,1550,sand,0,91
180,1500,sand,1,267
176,150,rocky,0,216
14,1000,sand,0,49
148,1050,dirt,1,213
180,850,dirt,0,194
57,1100,sand,1,142
103,0,dirt,0,113
69,400,rocky,1,161
19,750,rocky,0,62
113,700,rocky,1,206
77,450,sand,0,109
54,1950,dirt,1,123
148,1400,sand,1,235
148,650,sand,1,231
188,450,rocky,0,230
161,500,rocky,1,253
127,400,rocky,1,219
135,750,sand,0,168
23,1150,dirt,0,38
109,1150,dirt,0,124
174,1650,paved,0,182
21,1000,dirt,1,86
13,1800,dirt,1,82
76,650,rocky,1,169
16,1400,paved,0,23
183,2000,dirt,0,203
103,1800,rocky,0,152
115,250,paved,0,116
13,200,paved,0,14
72,600,rocky,1,165
52,850,dirt,1,116
157,450,sand,0,189
116,200,dirt,1,177
45,750,paved,1,98
33,500,dirt,0,45
51,350,dirt,1,112
62,450,rocky,0,104
95,1650,sand,1,183
180,150,paved,1,230
181,1300,paved,0,187
76,1900,paved,1,135
152,1750,sand,0,190
68,0,paved,1,118
18,1450,paved,1,75
196,1300,rocky,0,242
18,1200,paved,0,24
90,150,paved,1,140
101,1200,sand,0,137
112,1100,rocky,1,207
117,1700,dirt,1,185
49,1000,paved,0,54
189,1450,paved,1,246
8,0,dirt,0,18
135,350,sand,1,216
194,350,dirt,1,255
42,1900,sand,0,81
59,1550,sand,1,146
12,150,sand,0,42
196,50,sand,0,226
97,700,dirt,0,110
131,800,paved,0,135
58,900,paved,0,62
43,1650,sand,1,131
125,250,sand,0,156
83,1800,paved,1,142
92,950,dirt,0,106
140,250,rocky,1,231
15,1050,paved,0,20
120,1250,dirt,0,136
66,100,dirt,0,76
81,1450,sand,1,168
32,1000,dirt,1,97
28,1250,rocky,0,74
17,700,dirt,0,30
140,0,paved,1,190
138,1800,paved,1,197
178,1800,dirt,1,247
80,1000,dirt,1,145
131,700,dirt,0,144
188,1300,dirt,1,254
182,150,paved,1,232
47,1650,rocky,1,145
200,1350,sand,0,236
177,200,paved,0,178
18,1750,dirt,1,86
135,1050,sand,1,220
91,1500,dirt,1,158
127,50,paved,1,177
90,50,paved,1,140
165,1300,rocky,0,211
53,1450,paved,0,60
67,50,rocky,0,107
139,1700,rocky,1,237
131,1350,rocky,1,227
173,1500,sand,0,210
102,1650,sand,0,140
46,1350,dirt,0,62
127,350,rocky,1,218
70,750,dirt,1,133
169,1550,dirt,1,236
180,500,paved,1,232
168,900,rocky,0,212
14,1100,dirt,1,79
183,650,paved,0,186
89,1600,rocky,1,187
164,1650,paved,0,172
195,1750,sand,0,233
96,1950,paved,0,105
192,2000,dirt,0,212
14,650,rocky,1,107
175,250,dirt,0,186
74,450,rocky,0,116
171,800,paved,0,175
115,700,rocky,1,208
51,1500,sand,0,88
188,1000,dirt,0,203
170,1650,paved,0,178
105,400,sand,1,187
5,1150,paved,0,10
33,600,dirt,0,46
119,1500,sand,1,206
84,1700,rocky,1,182
171,1050,rocky,1,266
173,1000,dirt,1,238
51,1250,rocky,0,97
150,1800,rocky,1,249
177,800,paved,0,181
129,1850,paved,1,188
96,1850,sand,1,185
176,200,sand,0,207
29,150,rocky,1,119
194,1100,dirt,1,259
164,1150,sand,0,199
170,1200,paved,0,176
105,1800,dirt,0,124
55,100,rocky,1,145
28,1850,paved,1,87
134,1050,dirt,0,149
163,900,dirt,1,227
196,600,sand,1,279
183,1850,dirt,1,252
146,1100,paved,0,151
180,1100,sand,0,215
77,950,dirt,0,91
142,0,sand,1,222
157,1050,rocky,0,202
140,1550,paved,1,197
29,1800,paved,0,38
69,1950,sand,1,158
6,1250,dirt,1,72
20,900,dirt,0,34
36,100,paved,0,36
95,800,dirt,1,159
177,1350,dirt,1,243
140,800,sand,0,174
25,300,paved,1,76
12,1350,dirt,0,28
98,1250,paved,0,104
142,1300,paved,0,148
128,1600,rocky,1,226
66,1250,sand,1,152
34,250,rocky,0,75
143,1050,sand,0,178
199,1800,rocky,0,248
7,1400,dirt,1,74
104,1700,sand,1,192
195,1800,rocky,0,244
115,1900,sand,0,154
36,1950,sand,1,125
89,150,sand,1,169
28,950,paved,1,82
133,1500,rocky,1,230
28,1950,sand,1,117
160,2000,paved,1,220
164,1600,paved,1,222
132,50,rocky,0,172
40,1950,rocky,0,89
19,1500,rocky,0,66
102,700,sand,1,185
118,700,rocky,0,161
54,650,sand,0,87
2,1400,dirt,0,19
176,1350,rocky,1,272
199,1000,dirt,1,264
89,550,paved,1,141
15,1350,rocky,0,61
3,1200,rocky,0,49
49,900,sand,1,133
44,1900,paved,0,53
14,1700,sand,1,102
6,1350,dirt,1,72
123,1800,rocky,1,222
10,300,paved,0,11
116,50,paved,0,116
104,1450,paved,0,111
171,350,dirt,1,232
15,450,rocky,1,107
26,200,paved,0,27
193,650,paved,0,196
120,400,dirt,0,132
195,50,paved,0,195
65,1400,sand,0,102
194,1850,dirt,1,263
87,1200,rocky,0,133
12,800,dirt,1,76
88,150,dirt,1,148
140,1000,sand,1,225
49,1100,sand,1,134
34,1450,paved,0,41
97,450,sand,0,129
111,550,sand,0,143
125,1250,sand,0,161
170,700,paved,0,173
144,850,paved,0,148
105,2000,rocky,0,155
199,1050,dirt,0,214
9,900,rocky,0,53
66,1450,dirt,1,133
33,1050,sand,1,118
82,1250,paved,0,88
49,750,sand,1,132
17,900,paved,0,21
103,0,rocky,1,193
49,800,paved,0,53
67,2000,sand,0,107
174,1150,rocky,0,219
36,2000,paved,0,46
149,1200,paved,0,155
62,650,dirt,1,125
159,1050,paved,1,214
174,800,sand,0,208
3,350,rocky,1,94
102,1800,rocky,1,201
95,1550,rocky,1,192
9,1300,paved,1,65
82,150,sand,0,112
61,600,paved,1,114
134,450,dirt,1,196
29,950,paved,1,83
109,150,dirt,1,169
2,1750,rocky,0,50
193,1350,paved,0,199
195,350,rocky,1,286
174,200,dirt,0,185
169,50,paved,0,169
64,950,paved,0,68
183,500,sand,0,215
192,1600,dirt,1,260
127,1550,dirt,0,144
149,400,paved,0,151
126,300,sand,0,157
21,1800,dirt,0,40
64,200,dirt,1,125
125,1050,paved,1,180
22,1300,paved,1,78
192,300,paved,0,193
140,1650,paved,1,198
14,150,paved,1,64
166,1550,sand,1,253
111,0,paved,0,111
50,350,paved,1,101
94,1750,rocky,0,142
166,1950,rocky,1,265
115,1550,dirt,1,182
196,900,dirt,1,260
33,300,paved,0,34
154,900,paved,0,158
115,1600,sand,1,203
120,1250,dirt,0,136
170,50,sand,1,250
141,1950,paved,1,200
37,800,rocky,1,131
141,1150,sand,1,226
184,1700,rocky,1,282
33,1700,rocky,1,131
133,1800,paved,1,192
100,1350,paved,1,156
140,450,sand,1,222
48,800,sand,1,132
26,1150,paved,0,31
156,950,dirt,0,170
35,250,dirt,0,46
76,1950,dirt,1,145
121,1050,paved,0,126
127,1450,rocky,0,174
70,550,dirt,0,82
116,250,paved,1,167
182,1800,dirt,1,251
35,250,rocky,1,126
129,0,dirt,0,139
138,900,paved,1,192
147,1450,rocky,1,244
61,1600,sand,0,99
176,450,paved,1,228
179,1000,dirt,1,244
69,800,sand,0,103
98,1850,paved,0,107
169,550,sand,0,201
39,1100,rocky,0,84
55,900,paved,0,59
189,250,dirt,0,200
84,350,paved,1,135
139,200,paved,0,140
17,1350,dirt,0,33
189,1900,dirt,0,208
193,900,dirt,0,207
43,500,paved,1,95
171,950,paved,1,225
174,0,rocky,1,264
5,1350,rocky,0,51
92,1800,paved,1,151
136,550,rocky,0,178
120,450,paved,0,122
137,1650,rocky,1,235
56,100,sand,0,86
78,300,sand,1,159
48,0,rocky,1,138
66,750,sand,1,149
199,1150,dirt,1,264
154,100,sand,1,234
180,200,rocky,1,271
136,750,paved,1,189
14,1600,sand,0,52
94,700,paved,1,147
20,150,sand,1,100
69,400,sand,1,151
29,1750,sand,1,117
93,1950,dirt,0,112
162,550,rocky,1,254
45,150,sand,1,125
177,1850,rocky,1,276
53,1600,sand,1,141
188,300,sand,1,269
147,900,sand,1,231
71,1650,paved,0,79
106,1750,sand,1,194
199,350,paved,0,200
85,1700,rocky,1,183
39,1400,rocky,0,86
95,1500,rocky,0,142
78,1400,paved,1,135
29,1350,paved,0,35
77,400,paved,0,79
129,700,rocky,0,172
139,1050,sand,1,224
37,650,dirt,1,100
45,1850,paved,1,104
134,1500,paved,1,191
195,1450,sand,1,282
117,1000,rocky,1,212
179,1400,sand,1,266
190,50,sand,0,220
83,1350,sand,1,169
108,1600,paved,0,116
94,200,sand,1,175
24,1850,dirt,1,93
34,450,dirt,1,96
99,150,paved,1,149
194,950,rocky,0,238
43,250,sand,1,124
107,150,dirt,0,117
102,1050,rocky,1,197
147,150,dirt,1,207
148,850,dirt,0,162
50,1400,paved,0,57
188,700,sand,1,271
64,0,rocky,0,104
73,800,rocky,0,117
148,1250,dirt,1,214
96,1500,paved,0,103
180,250,dirt,0,191
167,750,paved,1,220
140,150,rocky,0,180
92,300,paved,0,93
163,800,rocky,0,207
187,750,dirt,1,250
134,200,paved,0,135
139,1850,paved,1,198
167,1050,sand,1,252
111,950,sand,0,145
39,350,dirt,1,100
44,450,rocky,0,86
146,850,rocky,1,240
61,200,rocky,0,102
151,1300,dirt,0,167
40,900,dirt,0,54
76,650,sand,0,109
135,1400,sand,1,222
18,1950,paved,0,27
18,1800,paved,1,77
99,1700,dirt,1,167
43,700,sand,0,76
157,450,rocky,0,199
55,1850,sand,1,144
91,400,sand,0,123
117,350,sand,0,148
1,950,rocky,1,95
24,1400,dirt,0,41
31,450,paved,0,33
108,700,rocky,0,151
148,250,dirt,1,209
173,1250,sand,0,209
37,450,dirt,0,49
58,1200,dirt,1,124
66,500,rocky,0,108
147,1050,paved,0,152
35,450,dirt,1,97
109,1700,rocky,1,207
101,1450,rocky,1,198
137,1750,dirt,0,155
42,1700,rocky,0,90
197,1000,sand,1,282
106,600,dirt,0,119
20,300,paved,0,21
